Informe Completo;;;;;;;;;;;;;;;
Tipo : Acciones;;;;;;;;;;;;;;;
Pais: EEUU;;;;;;;;;;;;;;;
Fecha de creación : 28/1/2022;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Nombre;Ref.;Ingresos Totales;;;;;;;;Rentabilidad sobre fondos propios TTM;;Precio/Venta TTM;;Recomendación;URL
;;fecha;monto;fecha;monto;fecha;monto;fecha;monto;Empresa;Industria;Empresa;Industria;;
Synnex Corporation;SNX;2021- 30/11;15611.27;2021- 31/08;16002.9;2021- 31/05;5856.82;2021- 28/02;4939.01;3.71;9.78;0.3;7.8;-;https://es.investing.com/equities/synnex-corp
Middleby Corp;MIDD;2021- 02/10;817.54;2021- 03/07;808.77;2021- 03/04;758.06;2021- 02/01;729.3;9.34;11.38;3.17;7.21;-;https://es.investing.com/equities/the-middleby-corp
Elastic NV;ESTC;2021- 31/10;205.98;2021- 31/07;193.09;2021- 30/04;177.61;2021- 31/01;157.12;-20.34;13.95;10.29;29.76;-;https://es.investing.com/equities/elastic
Citrix Systems Inc;CTXS;2021- 30/09;778.45;2021- 30/06;812.11;2021- 31/03;775.77;2020- 31/12;809.66;8.79;13.95;3.95;29.76;-;https://es.investing.com/equities/citrix-sys-inc
NiSource Inc;NI;2021- 30/09;959.4;2021- 30/06;986;2021- 31/03;1545.6;2020- 31/12;1211;2.54;2.84;2.34;2.62;-;https://es.investing.com/equities/ni-source-inc
Toro Co;TTC;2021- 31/10;960.65;2021- 30/07;976.84;2021- 30/04;1149.11;2021- 29/01;872.99;20.51;11.37;2.48;6.39;-;https://es.investing.com/equities/toro-co.
Aecom Technology Corporation;ACM;2021- 30/09;3353.77;2021- 30/06;3408.36;2021- 31/03;3265.57;2020- 31/12;3313.16;4.96;5.66;0.71;1.59;-;https://es.investing.com/equities/aecom-technology
Kingdee International Software Group Co Ltd ADR;KGDEY;2021- 30/06;1872.4;2020- 31/12;1969;2020- 30/06;1387.44;2019- 31/12;1840.43;-5.6;-7.3;13.85;13.96;-;https://es.investing.com/equities/kingdee-software-adr
Disco Corp ADR;DSCSY;2021- 31/12;64187;2021- 30/09;67791;2021- 30/06;48291;2021- 31/03;55248;23.19;22.7;4.71;9.32;-;https://es.investing.com/equities/disco-adr
Sumitomo Electric Industries Ltd ADR;SMTOY;2021- 30/09;782738;2021- 30/06;787675;2021- 31/03;856453;2020- 31/12;822840;7.35;7.3;0.37;0.93;-;https://es.investing.com/equities/sumitomo-electric-adr
AB SKF;SKFRY;2021- 30/09;20146;2021- 30/06;20735;2021- 31/03;19865;2020- 31/12;19572;10.27;11.37;1.2;6.39;-;https://es.investing.com/equities/ab-skf
Want Want China Holdings Ltd;WWNTY;2021- 30/09;11382.57;2021- 31/03;11699.15;2020- 30/09;10299.25;2020- 31/03;10790.46;22.36;17.83;3.22;2.22;-;https://es.investing.com/equities/want-want-china-holdings-ltd
Invesco Plc;IVZ;2021- 31/12;1763.4;2021- 30/09;1750;2021- 30/06;1721.4;2021- 31/03;1659.7;7.19;22.04;1.44;9.29;-;https://es.investing.com/equities/invesco-ltd
Synaptics Incorporated;SYNA;2021- 30/09;372.7;2021- 30/06;327.8;2021- 31/03;325.8;2020- 31/12;357.6;8.79;22.85;5.14;13.67;-;https://es.investing.com/equities/synaptics-incorp
China National Building Material Co Ltd ADR;CBUMY;2021- 30/06;121870.39;2020- 31/12;147974.2;2020- 30/06;106803.66;2019- 31/12;141264.51;12.3;16.92;0.25;0.79;-;https://es.investing.com/equities/china-national-building-adr
Maravai Lifesciences Holdings Inc;MRVI;2021- 30/09;204.81;2021- 30/06;217.78;2021- 31/03;148.21;2020- 31/12;98.35;34.26;11.2;9.72;9.33;-;https://es.investing.com/equities/maravai-lifesciences-holdings-inc
Universal Health Services Inc;UHS;2021- 30/09;3156;2021- 30/06;3197.88;2021- 31/03;3012.99;2020- 31/12;3086.93;10.09;4.07;0.82;1.67;-;https://es.investing.com/equities/universal-health-services
Boliden AB ADR;BDNNY;2021- 30/09;15906;2021- 30/06;17891;2021- 31/03;17083;2020- 31/12;16170;13.8;12.71;1.6;1.16;-;https://es.investing.com/equities/boliden-adr
Cleveland-Cliffs Inc;CLF;2021- 30/09;6004;2021- 30/06;5045;2021- 31/03;4049;2020- 31/12;2256.2;20.56;10.15;0.47;3.84;Comprar;https://es.investing.com/equities/cleveland-cliffs
INC Research Holdings Inc;SYNH;2021- 30/09;1348.23;2021- 30/06;1282.61;2021- 31/03;1208.74;2020- 31/12;1140.02;4.04;11.31;1.78;9.14;-;https://es.investing.com/equities/inc-research-holdings-inc
Darling Ingredients Inc;DAR;2021- 02/10;1185.92;2021- 03/07;1198.67;2021- 03/04;1046.72;2021- 02/01;1019.84;11.14;-6.91;2.2;3.04;-;https://es.investing.com/equities/darling-international
Five Below Inc;FIVE;2021- 30/10;607.64;2021- 31/07;646.55;2021- 01/05;597.82;2021- 30/01;858.51;13.5;24.74;3.19;3.74;-;https://es.investing.com/equities/five-below-inc
Henry Schein Inc;HSIC;2021- 25/09;3178.32;2021- 26/06;2967.22;2021- 27/03;2924.96;2020- 26/12;3165.72;13.66;3.56;0.85;1.67;-;https://es.investing.com/equities/henry-schein
Skanska AB ser. B ADR;SKBSY;2014- 30/06;34941;2014- 31/03;27750;2013- 31/12;38546;2013- 30/09;35744;16.94;11.79;0.63;3.77;-;https://es.investing.com/equities/skanska-b-exch
HKT Trust ADR;HKTTY;2021- 30/06;15643;2020- 31/12;17783;2020- 30/06;14606;2019- 31/12;17994;6.1;3.66;2.4;1.09;Vender;https://es.investing.com/equities/hkt-adr
Under Armour Inc A;UAA;2021- 30/09;1545.53;2021- 30/06;1351.53;2021- 31/03;1257.19;2020- 31/12;1403.77;12.21;16.53;1.41;5.64;-;https://es.investing.com/equities/under-armour
D’Ieteren NV ADR;SIETY;2021- 30/06;1891.1;2020- 31/12;1807.2;2020- 30/06;1510.8;2019- 31/12;1788.2;10.1;10.1;2.29;2.21;-;https://es.investing.com/equities/sa-dieteren-adr
Arkema SA ADR;ARKAY;2021- 30/09;2398;2021- 30/06;2395;2021- 31/03;2226;2020- 31/12;1985;13.18;7.73;1.07;14.98;Comprar;https://es.investing.com/equities/arkema-pk
Procore Technologies Inc;PCOR;2021- 30/09;131.99;2021- 30/06;122.79;2021- 31/03;113.94;2020- 31/03;92.34;13.95;undefined;29.76;undefined;-;https://es.investing.com/equities/procore-technologies
Chr Hansen Holding A/S ADR;CHYHY;2021- 30/11;268.2;2021- 31/08;293.3;2021- 31/05;280.6;2021- 28/02;260;8.83;15.03;8.18;7.42;-;https://es.investing.com/equities/chr-hansen-holding-as
Siteone Landscape Supply Inc;SITE;2021- 03/10;936.4;2021- 04/07;1083.9;2021- 04/04;650.2;2021- 03/01;675.1;14.52;11.84;2.28;2.51;-;https://es.investing.com/equities/siteone-landscape-supply-inc
Isuzu Motors Ltd;ISUZY;2021- 30/09;615442;2021- 30/06;529608;2021- 31/03;599959;2020- 31/12;515329;8.89;7.37;0.48;0.88;-;https://es.investing.com/equities/isuzu-motors-ltd
Vistra Energy Corp;VST;2021- 30/09;2991;2021- 30/06;2565;2021- 31/03;3207;2020- 31/12;2524;-9.16;-0.33;0.91;3.93;-;https://es.investing.com/equities/vistra-energy-corp
Ryan Specialty Group Holdings Inc;RYAN;2021- 30/09;352.77;2021- 30/06;390.01;2021- 31/03;311.46;2020- 31/12;1018.27;8.96;undefined;6.49;1.79;Vender;https://es.investing.com/equities/ryan-specialty-group-holdings
ZoomLion;ZLIOY;2021- 30/09;11977.93;2021- 30/06;23399.35;2021- 31/03;19049.98;2020- 31/12;19864.9;10.5;9.34;0.75;5.66;-;https://es.investing.com/equities/zoomlion
Federal Realty Investment Trust ADR Series C;FRT_pc;2021- 30/09;247.28;2021- 30/06;231.62;2021- 31/03;218.16;2020- 31/12;219.51;3.66;3.89;10.4;13.15;-;https://es.investing.com/equities/federal-realty-adr-c
MTU Aero Engines AG;MTUAY;2021- 30/06;2004;2020- 31/12;1928.2;2020- 30/09;907.8;2020- 30/06;2048.8;2.62;2.53;2.6;2.87;-;https://es.investing.com/equities/mtu-aero-engines-ag
Federal Realty Investment Trust;FRT;2021- 30/09;247.28;2021- 30/06;231.62;2021- 31/03;218.16;2020- 31/12;219.51;3.66;3.89;10.4;13.15;-;https://es.investing.com/equities/federal-realty-investment-trust
Informatica Inc;INFA;2021- 30/09;361.81;2021- 30/06;341.82;2021- 31/03;333.71;2020- 31/12;376.52;13.95;undefined;5.01;29.76;-;https://es.investing.com/equities/informatica-inc
Aspen Technology Inc;AZPN;2021- 30/09;136.02;2021- 30/06;197.96;2021- 31/03;162.73;2020- 31/12;233.72;22.54;13.95;14.6;29.76;-;https://es.investing.com/equities/aspen-technology-inc
Tomra Systems ASA ADR;TMRAY;2021- 30/09;2882.8;2021- 30/06;2685.7;2021- 31/03;2290.5;2020- 31/12;2741.9;13;5.53;5.94;51.99;-;https://es.investing.com/equities/tomra-systems-adr
Hertz Global Holdings Inc;HTZZ;2021- 30/09;2226;2021- 30/06;1873;2021- 31/03;1289;2020- 31/12;1235;2.11;6.1;2.45;6.33;-;https://es.investing.com/equities/hertz-global
Hertz Global Holdings Inc;HTZ;2021- 30/09;2226;2021- 30/06;1873;2021- 31/03;1289;2020- 31/12;1235;2.11;5.45;1.27;6.5;-;https://es.investing.com/equities/hertz-global?cid=1179535
Guardant Health Inc;GH;2021- 30/09;94.78;2021- 30/06;92.1;2021- 31/03;78.67;2020- 31/12;78.32;-25.36;3.56;18.21;1.67;Vender;https://es.investing.com/equities/guardant-health
Temenos Group AG ADR;TMSNY;2021- 30/09;231.58;2021- 30/06;445.4;2021- 31/03;209.43;2020- 31/12;486.44;12.24;11.88;9.1;8.95;-;https://es.investing.com/equities/temenos-adr
Reliance Steel & Aluminum Co;RS;2021- 30/09;3847.4;2021- 30/06;3418.8;2021- 31/03;2838.4;2020- 31/12;2134.1;14.41;9.85;0.77;3.71;Comprar;https://es.investing.com/equities/reliance-steel---aluminum-co.
Dr. Reddy’s Laboratories Ltd ADR;RDY;2021- 30/09;57632;2021- 30/06;49194;2021- 31/03;47284;2020- 31/12;49296;10.59;12.42;3.47;7.9;-;https://es.investing.com/equities/dr.-reddys-laboratories
Informa PLC ADR;IFJPY;2021- 30/06;688.9;2020- 31/12;846.4;2020- 30/06;814.4;2019- 31/12;1482.7;-3.95;1.93;5.38;3.03;Vender;https://es.investing.com/equities/informa-plc
Knight Transportation Inc;KNX;2021- 31/12;1816.86;2021- 30/09;1642.44;2021- 30/06;1315.7;2021- 31/03;1223.01;8.65;6.1;1.51;6.33;Comprar;https://es.investing.com/equities/knight-transportation-inc
Alcoa Corp;AA;2021- 31/12;3340;2021- 30/09;3109;2021- 30/06;2833;2021- 31/03;2870;5.54;10.15;0.89;3.84;-;https://es.investing.com/equities/alcoa
Cable One Inc;CABO;2021- 30/09;430.24;2021- 30/06;401.75;2021- 31/03;341.26;2020- 31/12;336.77;6.52;5.19;5.82;4.24;-;https://es.investing.com/equities/cable-one-inc
United Utilities Group PLC ADR;UUGRY;2021- 30/09;932.3;2021- 31/03;913.6;2020- 30/09;894.4;2020- 31/03;923.8;0.56;2.96;3.99;7.32;-;https://es.investing.com/equities/united-utilities-group-plc
Toray Industries Inc ADR;TRYIY;2021- 30/09;549306;2021- 30/06;513672;2021- 31/03;519394;2020- 31/12;508137;5.38;8.46;0.57;2.29;-;https://es.investing.com/equities/toray-industries-inc
Credit Acceptance Corporation;CACC;2021- 30/09;470.1;2021- 30/06;471.7;2021- 31/03;451;2020- 31/12;447.4;12.79;9.15;4.16;3.65;-;https://es.investing.com/equities/credit-acceptance
CochLear Ltd ADR;CHEOY;2021- 30/06;754.4;2020- 31/12;743.2;2020- 30/06;564.9;2019- 31/12;755.7;17.21;5.45;8.15;18.35;-;https://es.investing.com/equities/cochlear-ltd
Deckers Outdoor Corporation;DECK;2021- 30/09;721.9;2021- 30/06;504.68;2021- 31/03;561.19;2020- 31/12;1077.76;26.83;16.53;2.86;5.64;-;https://es.investing.com/equities/deckers-outdoor-corp
Sealed Air Corporation;SEE;2021- 30/09;1406.7;2021- 30/06;1328.5;2021- 31/03;1267.1;2020- 31/12;1340.9;10.51;6.97;1.85;1.53;-;https://es.investing.com/equities/sealed-air
NRG Energy Inc;NRG;2021- 30/09;6609;2021- 30/06;5243;2021- 31/03;8091;2020- 31/12;2027;18.64;2.65;0.43;4.34;-;https://es.investing.com/equities/nrg-energy-inc
Molson Coors Brewing Co Class B;TAP;2021- 30/09;2822.7;2021- 30/06;2939.4;2021- 31/03;1898.4;2020- 31/12;2294.3;-1.88;10.52;1.05;4.76;-;https://es.investing.com/equities/molson-coors
Xinyi Glass Holdings Ltd;XYIGY;2021- 30/06;13575.53;2020- 31/12;11481.92;2020- 30/06;7133.96;2019- 31/12;8808.55;30.7;23.71;3.29;2.65;-;https://es.investing.com/equities/xinyi-glass-holdings-ltd
GXO Logistics Inc;GXO;2021- 30/09;1974;2021- 30/06;1882;2021- 31/03;1822;2020- 31/12;6195;13.28;undefined;1.83;undefined;-;https://es.investing.com/equities/gxo-logistics
Axon Enterprise Inc;AXON;2021- 30/09;231.99;2021- 30/06;218.79;2021- 31/03;195.02;2020- 31/12;226.14;-1.81;3.17;10.16;10.52;-;https://es.investing.com/equities/taser-intl
Levi Strauss & Co Class A;LEVI;2021- 29/08;1497.58;2021- 30/05;1275.97;2021- 28/02;1305.6;2020- 29/11;1385.86;13.63;14.16;1.52;5.61;-;https://es.investing.com/equities/levi-strauss-co
New World Development Co Ltd ADR;NDVLY;2021- 30/06;32655.9;2020- 31/12;35577.3;2020- 30/06;26543.4;2019- 31/12;32464.4;1.09;8.31;1.17;3.35;-;https://es.investing.com/equities/new-world-development-co-ltd
First Solar Inc;FSLR;2021- 30/09;583.5;2021- 30/06;629.18;2021- 31/03;803.37;2020- 31/12;609.23;7.11;23.26;2.92;14.6;-;https://es.investing.com/equities/first-solar-inc
Lattice Semiconductor Corporation;LSCC;2021- 02/10;131.91;2021- 03/07;125.91;2021- 03/04;115.72;2021- 02/01;107.17;13.94;22.85;13.92;13.67;-;https://es.investing.com/equities/lattice-semiconductor
ANA Holdings Inc ADR;ALNPY;2021- 30/09;232214;2021- 30/06;198911;2021- 31/03;201069;2020- 31/12;235780;-13.56;-14.03;1.32;1.42;-;https://es.investing.com/equities/ana-holdings-inc
Magellan Midstream Partners LP;MMP;2021- 30/09;639.05;2021- 30/06;653.64;2021- 31/03;631.07;2020- 31/12;586.32;11.77;4.92;4.1;9.18;-;https://es.investing.com/equities/magellan-midstream-partners-lp
Umicore SA ADR;UMICY;2021- 30/06;12678;2020- 31/12;10742.82;2020- 30/06;9967.3;2019- 31/12;9903.78;8.83;6.53;0.35;1.3;Comprar;https://es.investing.com/equities/umicore-adr
Tele2 AB;TLTZY;2021- 30/09;6639;2021- 30/06;6572;2021- 31/03;6550;2020- 31/12;6578;11.91;10.15;3.55;3.14;-;https://es.investing.com/equities/tele2-ab
Severn Trent PLC PK;STRNY;2021- 30/09;958.2;2021- 31/03;939.6;2020- 30/09;887.6;2020- 31/03;933.5;-0.69;0.05;3.84;3.95;-;https://es.investing.com/equities/severn-trent-plc-pk
Eiffage SA ADR;EFGSY;2021- 30/06;8932;2020- 31/12;9523;2020- 30/06;7136;2019- 31/12;9821;4.84;3.79;0.5;0.88;-;https://es.investing.com/equities/eiffage-adr
Texas Pacific Land Trust;TPL;2021- 30/09;123.69;2021- 30/06;95.93;2021- 31/03;84.16;2020- 31/12;74.3;38.04;4.92;20.65;9.18;Vender;https://es.investing.com/equities/texas-pacific-land-trust
Dlocal Ltd;DLO;2021- 30/09;68.65;2021- 30/06;58.96;2021- 31/03;40.26;2020- 31/03;18;16.17;undefined;24.25;undefined;-;https://es.investing.com/equities/dlocal
Newell Brands Inc;NWL;2021- 30/09;2787;2021- 30/06;2709;2021- 31/03;2288;2020- 31/12;2689;5.38;12.87;0.94;1.73;-;https://es.investing.com/equities/newell-rubber
Genpact Limited;G;2021- 30/09;1015.74;2021- 30/06;988.13;2021- 31/03;946.07;2020- 31/12;950.57;10.04;16.17;2.3;24.25;-;https://es.investing.com/equities/genpact-ltd
Prysmian SPA ADR;PRYMY;2021- 30/09;3260;2021- 30/06;3224;2021- 31/03;2810;2020- 31/12;2528;4.85;7.14;0.66;1;-;https://es.investing.com/equities/prysmian-spa
Berry Global Group Inc;BERY;2021- 02/10;3669;2021- 03/07;3675;2021- 03/04;3370;2021- 02/01;3136;5.02;7.05;0.65;1.53;-;https://es.investing.com/equities/berry-plastcs-gr
Dentsu Inc ADR;DNTUY;2021- 30/09;281834;2021- 30/06;243863;2021- 31/03;248850;2020- 31/12;262881;-3.55;11.23;1.09;1.28;-;https://es.investing.com/equities/dentsu-adr
Guidewire Software Inc;GWRE;2021- 31/10;165.93;2021- 31/07;229.44;2021- 30/04;163.97;2021- 31/01;180.06;-4.73;13.95;10.59;29.76;-;https://es.investing.com/equities/guidewire-software-inc
Gold Fields Ltd ADR;GFI;2021- 30/06;1983.6;2020- 31/12;2137.8;2020- 30/06;1754.3;2019- 31/12;1588.6;17.29;9.85;2.22;3.71;-;https://es.investing.com/equities/gold-fields-lts
Orkla ASA ADR;ORKLY;2021- 30/09;13139;2021- 30/06;11772;2021- 31/03;11503;2020- 31/12;12622;8.92;8.32;1.74;3.57;-;https://es.investing.com/equities/orkla-asa
Aegon NV ADR;AEG;2021- 30/09;7612;2021- 30/06;18169;2021- 31/03;9456;2020- 31/12;40053;8.96;undefined;1.79;undefined;-;https://es.investing.com/equities/aegon-nv
Globe Telecom Inc ADR;GTMEY;2021- 30/09;41404.53;2021- 30/06;41359.96;2021- 31/03;42847.09;2020- 31/12;40926.54;7.41;7;2.6;2.36;-;https://es.investing.com/equities/globe-telecom-adr
Kumba Iron Ore Ltd PK;KIROY;2021- 30/06;63616;2020- 31/12;48525;2020- 30/06;31579;2019- 31/12;29787;80.61;44.21;1.55;2.01;-;https://es.investing.com/equities/kumba-iron-ore-ltd-pk
UGI Corporation;UGI;2021- 30/09;1438;2021- 30/06;1496;2021- 31/03;2581;2020- 31/12;1932;10.84;6.26;1.24;3.15;-;https://es.investing.com/equities/ugi
Jefferies Financial Group Inc;JEF;2021- 31/08;2140.59;2021- 31/05;4869.92;2021- 28/02;2703.59;2020- 30/11;2060.64;4.82;21.42;0.94;9.26;-;https://es.investing.com/equities/leucadia-natl
ageas SA/NV;AGESY;2021- 30/06;6418;2020- 31/12;6747;2020- 30/06;5155;2019- 31/12;6696.8;undefined;undefined;0.63;0.63;-;https://es.investing.com/equities/ageas-sa-nv
Manhattan Associates Inc;MANH;2021- 30/09;169.19;2021- 30/06;166.11;2021- 31/03;156.85;2020- 31/12;147.08;43.03;13.95;12.33;29.76;Comprar;https://es.investing.com/equities/manhattan-associa
Burberry Group Plc;BURBY;2021- 25/09;1212.6;2021- 27/03;1466.2;2020- 26/09;877.7;2020- 28/03;1351.9;17.56;16.21;2.77;3.04;-;https://es.investing.com/equities/burberry-group-plc
Federal Home Loan Mortgage Corp Pref 8.375;FMCKJ;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/freddie-mac-pfd-z
Cemex SAB de CV ADR;CX;2021- 30/09;3768.56;2021- 30/06;3855.3;2021- 31/03;3411.03;2020- 31/12;3537.45;3.14;6.44;0.62;3.1;-;https://es.investing.com/equities/cemex-sab-de-cv-adr
Advanced Drainage Systems Inc;WMS;2021- 30/09;706.47;2021- 30/06;669.3;2021- 31/03;443.81;2020- 31/12;486.14;10.97;13.39;3.22;3.48;-;https://es.investing.com/equities/wms-industries-inc
Dolby Laboratories;DLB;2021- 24/09;285.02;2021- 25/06;286.8;2021- 26/03;319.56;2020- 25/12;389.87;11.71;13.95;6.67;29.76;-;https://es.investing.com/equities/dolby-laboratories
Kingfisher PLC ADR;KGFHY;2021- 31/07;7101;2021- 31/01;6422;2020- 31/07;5921;2020- 31/01;5516;9.07;8.27;0.49;1.2;Comprar;https://es.investing.com/equities/kingfisher-plc
Jabil Circuit Inc;JBL;2021- 30/11;8567;2021- 31/08;7409.28;2021- 31/05;7214.65;2021- 28/02;6828.55;13.16;9.86;0.28;8.27;Comprar;https://es.investing.com/equities/jabil-circuit
Amdocs Ltd;DOX;2021- 30/09;1087.31;2021- 30/06;1066.25;2021- 31/03;2135.08;2020- 31/12;1086.34;13.43;16.17;2.16;24.25;-;https://es.investing.com/equities/amdocs
Globe Life Inc;GL;2021- 30/09;1287.15;2021- 30/06;1271.11;2021- 31/03;1266.56;2020- 31/12;1228.94;8.96;undefined;2.02;1.79;-;https://es.investing.com/equities/torchmark-corp
Sensata Technologies Holding NV;ST;2021- 30/09;951.02;2021- 30/06;992.66;2021- 31/03;942.53;2020- 31/12;906.49;5.11;6.22;2.31;9.78;-;https://es.investing.com/equities/sensata-technologies-holding
Doximity Inc;DOCS;2021- 30/09;79.35;2021- 30/06;72.67;2021- 31/03;66.69;2020- 31/12;140.21;-13.09;undefined;15.78;undefined;-;https://es.investing.com/equities/doximity
Wynn Resorts Limited;WYNN;2021- 30/09;994.64;2021- 30/06;990.11;2021- 31/03;736.68;2020- 31/12;686;-8.68;-4.34;2.81;9.8;-;https://es.investing.com/equities/wynn-resorts-ltd
Monotaro Co Ltd;MONOY;2021- 30/09;46582;2021- 30/06;45851;2021- 31/03;46017;2020- 31/12;42500;26.12;7.58;4.97;0.65;Vender;https://es.investing.com/equities/monotaro-co-ltd
Sino Land Co Ltd ADR;SNLAY;2021- 30/06;20447.83;2020- 31/12;4097.52;2020- 30/06;2718.34;2019- 31/12;3168.55;6.64;8.47;3;3.49;-;https://es.investing.com/equities/sino-land-adr
Store Capital Corp;STOR;2021- 30/09;199.12;2021- 30/06;192.05;2021- 31/03;182.26;2020- 31/12;172.87;2.81;3.89;11;13.15;-;https://es.investing.com/equities/store-capital-corp
Pure Storage Inc;PSTG;2021- 31/10;562.74;2021- 01/08;496.83;2021- 02/05;412.71;2021- 31/01;502.72;-10.35;40.6;4.81;16.22;-;https://es.investing.com/equities/pure-storage-inc
Penumbra Inc;PEN;2021- 30/09;190.12;2021- 30/06;184.26;2021- 31/03;169.2;2020- 31/12;166.9;3.81;9.96;10.38;152.92;-;https://es.investing.com/equities/penumbra-inc
Consumers Energy Co Pref;CMS_pb;2021- 30/09;1644;2021- 30/06;1493;2021- 31/03;1937;2020- 31/12;1665;3.63;3.63;0.01;0.01;-;https://es.investing.com/equities/consumers-energy-co-pref
Capri Holdings Ltd;CPRI;2021- 25/09;1300;2021- 26/06;1253;2021- 27/03;1197;2020- 26/12;1302;6.8;14.16;1.66;5.61;-;https://es.investing.com/equities/michael-kors-holdings
Teva Pharma Industries Ltd ADR;TEVA;2021- 30/09;3887;2021- 30/06;3910;2021- 31/03;3982;2020- 31/12;4453;2.11;14.81;0.58;7.06;-;https://es.investing.com/equities/teva-pharmaceutical-inds-ltd
Rohm Co Ltd ADR;ROHCY;2021- 30/09;111403;2021- 30/06;111254;2021- 31/03;96210;2020- 31/12;95629;6.6;22.7;2.3;9.32;-;https://es.investing.com/equities/rohm-co-ltd
Tetra Tech Inc;TTEK;2021- 03/10;709.13;2021- 27/06;638.04;2021- 28/03;599.83;2020- 27/12;605.17;14.06;10.78;2.72;4.99;-;https://es.investing.com/equities/tetra-tech
Alleghany Corporation;Y;2021- 30/09;3002.6;2021- 30/06;2724.65;2021- 31/03;2539.01;2020- 31/12;2583.11;8.99;undefined;0.81;1.75;-;https://es.investing.com/equities/alleghany-corp
Wharf Holdings Ltd;WARFY;2021- 30/06;12337;2020- 31/12;15446;2020- 30/06;5551;2019- 31/12;8810;3.73;8.31;2.98;3.35;-;https://es.investing.com/equities/wharf-holdings-ltd
Brilliance China Automotive Holdings Ltd ADR;BCAUY;2020- 30/06;1450.06;2019- 31/12;1957.67;2019- 30/06;1904.27;2018- 31/12;2090.13;18.35;5.71;8.84;3111.23;-;https://es.investing.com/equities/brilliance-china-adr
Castellum AB ADR;CWQXY;2021- 30/09;1501;2021- 30/06;1434;2021- 31/03;1502;2020- 31/12;1516;9.09;10.52;9.96;21.56;-;https://es.investing.com/equities/castellum-adr
Centrais Electricas Brasileiras SA;EBR;2021- 30/09;9956.63;2021- 30/06;7959.25;2021- 31/03;8208.43;2020- 31/12;3596.07;4.02;8.83;1.83;1.57;-;https://es.investing.com/equities/centrais-elc-braz-pfb-b-elbras
Centrais Eletricas Brasileiras SA ADR;EBRb;2021- 30/09;9956.63;2021- 30/06;7959.25;2021- 31/03;8208.43;2020- 31/12;3596.07;4.02;8.83;1.83;1.57;-;https://es.investing.com/equities/centrais-eletricas-brasileiras-adr
Dropbox Inc;DBX;2021- 30/09;550.2;2021- 30/06;530.6;2021- 31/03;511.6;2020- 31/12;504.1;-6.73;13.48;4.29;30.35;-;https://es.investing.com/equities/dropbox-inc
Ares Capital Corporation;ARCC;2021- 30/09;442;2021- 30/06;459;2021- 31/03;390;2020- 31/12;440;9.46;21.42;5.98;9.26;-;https://es.investing.com/equities/ares-capital
Tandem Diabetes Care Inc;TNDM;2021- 30/09;179.63;2021- 30/06;172.14;2021- 31/03;141.04;2020- 31/12;168.06;3.35;9.96;10.69;152.92;-;https://es.investing.com/equities/tandem-dtes-care
Meiji Holdings Co Ltd ADR;MEJHY;2021- 30/09;264791;2021- 30/06;235921;2021- 31/03;291037;2020- 31/12;315752;10.29;7.65;0.99;1.54;-;https://es.investing.com/equities/meiji-adr
Owens Corning Inc;OC;2021- 30/09;2213;2021- 30/06;2239;2021- 31/03;1915;2020- 31/12;1925;12.27;13.33;1.05;3.29;-;https://es.investing.com/equities/owens-corning
PTT Global Chemical PCL ADR;PCHUY;2021- 30/09;113189.22;2021- 30/06;112627.01;2021- 31/03;102675.77;2020- 31/12;88361.53;11.33;11.24;0.61;1.35;Comprar;https://es.investing.com/equities/ptt-global-adr
Smartsheet Inc;SMAR;2021- 31/10;144.63;2021- 31/07;131.74;2021- 30/04;117.08;2021- 31/01;109.87;-25.11;13.48;13.65;30.35;-;https://es.investing.com/equities/smartsheet-inc
